Date,Sort Order,Account,Merchant Name,Amount,Running Balance,Category
5/22/2023,1,Primary Checkings - 3102,PP*BOWENDRAGON1 05/20 PURCHASE BALDWIN MI,-$132.30,$6436.62,
5/22/2023,2,Primary Checkings - 3102,Mol*Resume.io 05/20 PURCHASE XXXXX543914,-$24.95,$6411.67,
5/22/2023,3,Primary Checkings - 3102,VRV*MEMBERSHIP 05/20 PURCHASE 415-503-9235 CA,-$9.99,$6401.68,
5/22/2023,4,Primary Checkings - 3102,PP*BOWENDRAGON1 05/20 PURCHASE BALDWIN MI,-$132.30,$6269.38,
5/22/2023,5,Primary Checkings - 3102,SQ *COLLECTORS GU 05/20 PURCHASE Rosemont IL,-$71.66,$6197.72,
5/22/2023,6,Primary Checkings - 3102,PP*FORGED FOAM LL 05/20 PURCHASE SIDNEY IL,-$93.71,$6104.01,
5/22/2023,7,Primary Checkings - 3102,SQ *ELIKATHAL COS 05/20 PURCHASE Rosemont IL,-$27.56,$6076.45,
5/22/2023,8,Primary Checkings - 3102,SQ *PIKEL SHOP 05/20 PURCHASE Rosemont IL,-$16.54,$6059.91,
5/22/2023,9,Primary Checkings - 3102,SHOELESS JOES 05/20 PURCHASE SCHILLER PARK IL,-$88.08,$5971.83,
5/22/2023,10,Primary Checkings - 3102,SP OHMONAH 05/21 PURCHASE DUARTE CA,-$66.02,$5905.81,
5/22/2023,11,Primary Checkings - 3102,SQ *CHENG 'LILY' 05/21 PURCHASE Rosemont IL,-$20.60,$5885.21,
5/22/2023,12,Primary Checkings - 3102,MCDONALD'S F10184 05/21 PURCHASE COLUMA MI,-$4.65,$5880.56,
5/22/2023,13,Primary Checkings - 3102,NNT LIONS DEN 05/21 PURCHASE ALBION MI,-$289.33,$5591.23,
5/22/2023,14,Primary Checkings - 3102,BP#8499543PARM 05/21 PURCHASE PARMA MI,-$43.38,$5547.85,
5/22/2023,15,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX24137308 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$10.00,$5537.85,
5/22/2023,16,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 05/22/23,-$6.93,$5530.92,
5/23/2023,17,Primary Checkings - 3102,VILLAGE OF ROSEMO 05/21 PURCHASE ROSEMONT IL,-$15.00,$5515.92,
5/23/2023,18,Primary Checkings - 3102,Bank of America Credit Card Bill Payment,-$1243.81,$4272.11,
5/23/2023,19,Primary Checkings - 3102,PAYPAL DES:INST XFER ID:WAWIZZY9 INDN:KENNETH MEAD CO ID:PAYPALSI77 WEB,-$150.00,$4122.11,
5/30/2023,20,Primary Checkings - 3102,Online Banking transfer from SAV 7344 Confirmation# XXXXX05225,$700.00,$4822.11,
5/30/2023,21,Primary Checkings - 3102,LIFE STORAGE 8351 05/27 PURCHASE STERLING HEIG MI,-$190.00,$4632.11,
5/30/2023,22,Primary Checkings - 3102,RECIPES RESTAURAN 05/27 PURCHASE ROCHESTER MI,-$41.98,$4590.13,
5/30/2023,23,Primary Checkings - 3102,BIGGBY COFFEE #67 05/29 PURCHASE STERLING HEIG MI,-$4.57,$4585.56,
5/30/2023,24,Primary Checkings - 3102,GM Financial DES:GMF Pymt ID:XXXXX6521024 INDN:KENNETH MEAD CO ID:IXXXXX0781 PPD,-$540.99,$4044.57,
5/30/2023,25,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 05/30/23,-$0.45,$4044.12,
5/31/2023,26,Primary Checkings - 3102,GM-GMC DIVISION DES:VENDOR PMT ID:ADPXXXXX448285 INDN:KENNETH MEAD CO ID:9GM-DIRDPS PPD,$2673.41,$6717.53,
5/31/2023,27,Primary Checkings - 3102,BIGGBY COFFEE #67 05/30 PURCHASE STERLING HEIG MI,-$4.57,$6712.96,
5/31/2023,28,Primary Checkings - 3102,CULVERS STERLING 05/30 PURCHASE STERLING HEIG MI,-$25.40,$6687.56,
5/31/2023,29,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 05/31/23,-$1.03,$6686.53,
6/1/2023,30,Primary Checkings - 3102,PANERA BREAD #600 05/31 PURCHASE 586-977-6816 MI,-$21.28,$6665.25,
6/1/2023,31,Primary Checkings - 3102,PANERA BREAD #600 05/31 PURCHASE STERLING HEIG MI,-$2.96,$6662.29,
6/1/2023,32,Primary Checkings - 3102,SP NOTSAFEFORWEAR 05/31 PURCHASE LONDON ON,-$58.69,$6603.60,
6/1/2023,33,Primary Checkings - 3102,Online scheduled transfer to SAV 4571 Confirmation# XXXXX59844,-$250.00,$6353.60,
6/1/2023,34,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX59845,-$100.00,$6253.60,
6/1/2023,35,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/01/23,-$1.07,$6252.53,
6/5/2023,36,Primary Checkings - 3102,IL TOLLWAY -PAY B 06/03 PURCHASE DOWNERS GROVE IL,-$6.00,$6246.53,
6/5/2023,37,Primary Checkings - 3102,Speedway 06/03 PURCHASE Sterling Heig MI,-$7.75,$6238.78,
6/5/2023,38,Primary Checkings - 3102,MCDONALD'S F4162 06/04 PURCHASE STERLING HEIG MI,-$10.76,$6228.02,
6/5/2023,39,Primary Checkings - 3102,Speedway 06/03 PURCHASE Sterling Heig MI,-$25.66,$6202.36,
6/5/2023,40,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/05/23,-$0.83,$6201.53,
6/6/2023,41,Primary Checkings - 3102,BIGGBY COFFEE #67 06/05 PURCHASE STERLING HEIG MI,-$5.50,$6196.03,
6/6/2023,42,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/06/23,-$0.50,$6195.53,
6/7/2023,43,Primary Checkings - 3102,CULVERS STERLING 06/06 PURCHASE STERLING HEIG MI,-$13.35,$6182.18,
6/7/2023,44,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/07/23,-$0.65,$6181.53,
6/8/2023,45,Primary Checkings - 3102,Blizzard US673156 06/06 PURCHASE XXXXX51380 CA,-$74.19,$6107.34,
6/8/2023,46,Primary Checkings - 3102,BIGGBY COFFEE #67 06/07 PURCHASE STERLING HEIG MI,-$9.59,$6097.75,
6/8/2023,47,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/08/23,-$1.22,$6096.53,
6/9/2023,48,Primary Checkings - 3102,COLDSTONE 21891 06/07 PURCHASE STERLING HEIG MI,-$11.98,$6084.55,
6/9/2023,49,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/09/23,-$0.02,$6084.53,
6/12/2023,50,Primary Checkings - 3102,DISCORD* NITROMON 06/09 PURCHASE XXXXX77815 CA,-$9.99,$6074.54,
6/12/2023,51,Primary Checkings - 3102,TST* Lucky Brunch 06/10 PURCHASE Sterling Heig MI,-$45.67,$6028.87,
6/12/2023,52,Primary Checkings - 3102,PANERA BREAD #600 06/11 PURCHASE XXXXX76816 MI,-$19.06,$6009.81,
6/12/2023,53,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/12/23,-$1.28,$6008.53,
6/13/2023,54,Primary Checkings - 3102,TST* Lucky Brunch 06/12 PURCHASE Sterling Heig MI,-$31.18,$5977.35,
6/13/2023,55,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/13/23,-$0.82,$5976.53,
6/14/2023,56,Primary Checkings - 3102,SHELL SERVICE 06/14 PURCHASE CHELSEA MI,-$45.40,$5931.13,
6/14/2023,57,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/14/23,-$0.60,$5930.53,
6/15/2023,58,Primary Checkings - 3102,GM-GMC DIVISION DES:VENDOR PMT ID:ADPXXXXX617916 INDN:KENNETH MEAD CO ID:9GM-DIRDPS PPD,$2661.95,$8592.48,
6/15/2023,59,Primary Checkings - 3102,SOHO 06/14 PURCHASE ROCHESTER HIL MI,-$46.25,$8546.23,
6/15/2023,60,Primary Checkings - 3102,APPLE.COM/BILL 06/15 PURCHASE XXXXX27753 CA,-$0.99,$8545.24,
6/15/2023,61,Primary Checkings - 3102,TST* The Roosters 06/15 PURCHASE Kalamazoo MI,-$42.65,$8502.59,
6/15/2023,62,Primary Checkings - 3102,Pacific R Paci 06/15 PURCHASE Portage MI,-$74.55,$8428.04,
6/15/2023,63,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/15/23,-$1.56,$8426.48,
6/16/2023,64,Primary Checkings - 3102,UDEMY: ONLINE COU 06/15 PURCHASE CA,-$17.99,$8408.49,
6/16/2023,65,Primary Checkings - 3102,CRAVINGS DELI 06/15 PURCHASE PORTAGE MI,-$43.99,$8364.50,
6/16/2023,66,Primary Checkings - 3102,TRANSFER KENNETH MEAD:Karen Mead Confirmation# XXXXX99232,-$33.00,$8331.50,
6/16/2023,67,Primary Checkings - 3102,Online scheduled transfer to SAV 4571 Confirmation# XXXXX17258,-$250.00,$8081.50,
6/16/2023,68,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX17259,-$100.00,$7981.50,
6/16/2023,69,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/16/23,-$0.02,$7981.48,
6/20/2023,70,Primary Checkings - 3102,OF 06/16 PURCHASE 00,-$3.00,$7978.48,
6/20/2023,71,Primary Checkings - 3102,SAWALL HEALTH FOO 06/17 PURCHASE KALAMAZOO MI,-$18.13,$7960.35,
6/20/2023,72,Primary Checkings - 3102,SAWALL HEALTH 06/17 PURCHASE KALAMAZOO MI,-$50.48,$7909.87,
6/20/2023,73,Primary Checkings - 3102,TST* Taco Bobs - 06/17 PURCHASE Kalamazoo MI,-$20.35,$7889.52,
6/20/2023,74,Primary Checkings - 3102,CRAVINGS DELI 06/18 PURCHASE PORTAGE MI,-$62.17,$7827.35,
6/20/2023,75,Primary Checkings - 3102,TST* Crows nest 06/19 PURCHASE Kalamazoo MI,-$8.75,$7818.60,
6/20/2023,76,Primary Checkings - 3102,MENS WEARHOUSE 06/20 PURCHASE TROY MI,-$127.18,$7691.42,
6/20/2023,77,Primary Checkings - 3102,NORDSTROM-RACK 06/20 PURCHASE TROY MI,-$63.57,$7627.85,
6/20/2023,78,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/20/23,-$4.37,$7623.48,
6/21/2023,79,Primary Checkings - 3102,AAA INSURANCE GW 06/20 PURCHASE XXXXX26424 MI,-$9.43,$7614.05,
6/21/2023,80,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/21/23,-$0.57,$7613.48,
6/22/2023,81,Primary Checkings - 3102,CCBill.com *Only 06/18 PURCHASE XXXXX69279 CA,-$5.25,$7608.23,
6/22/2023,82,Primary Checkings - 3102,Mol*Resume.io 06/21 PURCHASE 00,-$2.95,$7605.28,
6/22/2023,83,Primary Checkings - 3102,BIGGBY COFFEE #67 06/21 PURCHASE STERLING HEIG MI,-$8.62,$7596.66,
6/22/2023,84,Primary Checkings - 3102,VRV*MEMBERSHIP 06/22 PURCHASE XXXXX39235 CA,-$9.99,$7586.67,
6/22/2023,85,Primary Checkings - 3102,GODADDY PAYMEN 06/22 PURCHASE TEMPE AZ,-$23.32,$7563.35,
6/22/2023,86,Primary Checkings - 3102,Speedway 06/22 PURCHASE Sterling Heig MI,-$47.31,$7516.04,
6/22/2023,87,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/22/23,-$2.56,$7513.48,
6/23/2023,88,Primary Checkings - 3102,SQ *HEY HONEY 06/22 PURCHASE Sterling Heig MI,-$15.62,$7497.86,
6/23/2023,89,Primary Checkings - 3102,"SQ *HEARTH, WOOD, 06/22 PURCHASE Sterling Heig MI",-$10.00,$7487.86,
6/23/2023,90,Primary Checkings - 3102,SQ *ALMONDS R NUT 06/22 PURCHASE Sterling Heig MI,-$6.36,$7481.50,
6/23/2023,91,Primary Checkings - 3102,SQ *KCORN/LEMONAD 06/22 PURCHASE Sterling Heig MI,-$6.00,$7475.50,
6/23/2023,92,Primary Checkings - 3102,Online Banking transfer to SAV 4571 Confirmation# XXXXX88905,-$7000.00,$475.50,
6/23/2023,93,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/23/23,-$1.02,$474.48,
6/26/2023,94,Primary Checkings - 3102,Online Banking transfer from SAV 7344 Confirmation# XXXXX49452,$200.00,$674.48,
6/26/2023,95,Primary Checkings - 3102,Online Banking transfer from SAV 4571 Confirmation# XXXXX54127,$200.00,$874.48,
6/26/2023,96,Primary Checkings - 3102,STEAMGAMES.COM 42 06/22 PURCHASE XXXXX99642 WA,-$211.94,$662.54,
6/26/2023,97,Primary Checkings - 3102,BIGGBY COFFEE #67 06/22 PURCHASE STERLING HEIG MI,-$4.62,$657.92,
6/26/2023,98,Primary Checkings - 3102,CULVERS STERLING 06/23 PURCHASE STERLING HEIG MI,-$23.72,$634.20,
6/26/2023,99,Primary Checkings - 3102,CCBill.com *Only 06/23 PURCHASE XXXXX69279 CA,-$30.00,$604.20,
6/26/2023,100,Primary Checkings - 3102,AMZN Mktp US*5O4N 06/25 PURCHASE XXXXX61072 WA,-$18.01,$586.19,
6/26/2023,101,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/26/23,-$1.71,$584.48,
6/27/2023,102,Primary Checkings - 3102,Online Banking transfer from SAV 9875 Confirmation# XXXXX42567,$200.00,$784.48,
6/27/2023,103,Primary Checkings - 3102,GM Financial DES:GMF Pymt ID:XXXXX6521024 INDN:KENNETH MEAD CO ID:IXXXXX0781 PPD,-$540.99,$243.49,
6/28/2023,104,Primary Checkings - 3102,Online Banking transfer from SAV 9875 Confirmation# XXXXX39229,$100.00,$343.49,
6/28/2023,105,Primary Checkings - 3102,LIFE STORAGE 8351 06/27 PURCHASE XXXXX31850 MI,-$190.00,$153.49,
6/28/2023,106,Primary Checkings - 3102,Mol*Resume.io 06/28 PURCHASE 00,-$24.95,$128.54,
6/28/2023,107,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/28/23,-$0.05,$128.49,
6/29/2023,108,Primary Checkings - 3102,PANERA BREAD #600 06/28 PURCHASE XXXXX76816 MI,-$21.80,$106.69,
6/29/2023,109,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/29/23,-$0.20,$106.49,
6/30/2023,110,Primary Checkings - 3102,GM-GMC DIVISION DES:VENDOR PMT ID:ADPXXXXX785042 INDN:KENNETH MEAD CO ID:9GM-DIRDPS PPD,$2673.42,$2779.91,
6/30/2023,111,Primary Checkings - 3102,STEAMGAMES.COM 42 06/29 PURCHASE XXXXX99642 WA,-$21.19,$2758.72,
6/30/2023,112,Primary Checkings - 3102,Online Banking transfer to SAV 4571 Confirmation# XXXXX85881,-$2000.00,$758.72,
6/30/2023,113,Primary Checkings - 3102,Online scheduled transfer to SAV 4571 Confirmation# XXXXX89610,-$250.00,$508.72,
6/30/2023,114,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX89611,-$100.00,$408.72,
6/30/2023,115,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 06/30/23,-$0.81,$407.91,
7/3/2023,116,Primary Checkings - 3102,KROGER #7 2051 07/01 PURCHASE STERLING HEIG MI,-$6.21,$401.70,
7/3/2023,117,Primary Checkings - 3102,CCBill.com *Only 07/01 PURCHASE XXXXX69279 CA,-$3.00,$398.70,
7/3/2023,118,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 07/03/23,-$0.79,$397.91,
7/5/2023,119,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX83351136 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$25.00,$372.91,
7/10/2023,120,Primary Checkings - 3102,DISCORD* NITROMON 07/09 PURCHASE XXXXX77815 CA,-$9.99,$362.92,
7/10/2023,121,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX81914458 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$20.00,$342.92,
7/10/2023,122,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX64094098 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$9.00,$333.92,
7/10/2023,123,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 07/10/23,-$0.01,$333.91,
7/12/2023,124,Primary Checkings - 3102,Online Banking transfer from SAV 7344 Confirmation# XXXXX45257,$300.00,$633.91,
7/12/2023,125,Primary Checkings - 3102,BIGGBY COFFEE #67 07/11 PURCHASE STERLING HEIG MI,-$2.75,$631.16,
7/12/2023,126,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 07/12/23,-$0.25,$630.91,
7/14/2023,127,Primary Checkings - 3102,GM-GMC DIVISION DES:VENDOR PMT ID:ADPXXXXX952378 INDN:KENNETH MEAD CO ID:9GM-DIRDPS PPD,$2573.65,$3204.56,
7/14/2023,128,Primary Checkings - 3102,CLASS VALUATION L 07/12 PURCHASE XXXXX59580 MI,-$525.00,$2679.56,
7/14/2023,129,Primary Checkings - 3102,Online scheduled transfer to SAV 4571 Confirmation# XXXXX22253,-$250.00,$2429.56,
7/14/2023,130,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX22254,-$100.00,$2329.56,
7/17/2023,131,Primary Checkings - 3102,Online Banking transfer from SAV 4571 Confirmation# XXXXX57916,$500.00,$2829.56,
7/17/2023,132,Primary Checkings - 3102,APPLE.COM/BILL 07/15 PURCHASE XXXXX27753 CA,-$0.99,$2828.57,
7/17/2023,133,Primary Checkings - 3102,Online Banking transfer to SAV 4571 Confirmation# XXXXX84777,-$2000.00,$828.57,
7/17/2023,134,Primary Checkings - 3102,Bank of America Credit Card Bill Payment,-$551.33,$277.24,
7/17/2023,135,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 07/17/23,-$0.01,$277.23,
7/18/2023,136,Primary Checkings - 3102,Online Banking transfer from SAV 4571 Confirmation# XXXXX47050,$1500.00,$1777.23,
7/18/2023,137,Primary Checkings - 3102,CCBill.com *Only 07/16 PURCHASE XXXXX69279 CA,-$5.00,$1772.23,
7/19/2023,138,Primary Checkings - 3102,AMARIN THAI CUISI 07/17 PURCHASE WARREN MI,-$12.60,$1759.63,
7/19/2023,139,Primary Checkings - 3102,BIGGBY COFFEE #67 07/18 PURCHASE STERLING HEIG MI,-$8.62,$1751.01,
7/19/2023,140,Primary Checkings - 3102,AAA INSURANCE GW 07/18 PURCHASE XXXXX26424 MI,-$9.43,$1741.58,
7/19/2023,141,Primary Checkings - 3102,SNACK SODA VENDIN 07/18 PURCHASE WARREN MI,-$1.65,$1739.93,
7/19/2023,142,Primary Checkings - 3102,KEE ESCROW SERV DES:XXXXX1437 ID: INDN:KENNETH MEAD CO ID:XXXXX1437 CCD PMT INFO:EMD#7166-34373 WEST GARDENIA DR,-$1500.00,$239.93,
7/19/2023,143,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 07/19/23,-$1.70,$238.23,
7/20/2023,144,Primary Checkings - 3102,BWW 3179 CLINTON 07/18 PURCHASE CLINTON TWP MI,-$23.96,$214.27,
7/20/2023,145,Primary Checkings - 3102,SNACK SODA VENDIN 07/19 PURCHASE WARREN MI,-$2.40,$211.87,
7/20/2023,146,Primary Checkings - 3102,BIGGBY COFFEE #67 07/19 PURCHASE STERLING HEIG MI,-$2.87,$209.00,
7/20/2023,147,Primary Checkings - 3102,SNACK SODA VENDIN 07/19 PURCHASE WARREN MI,-$2.15,$206.85,
7/20/2023,148,Primary Checkings - 3102,LITTLE JOE'S CONE 07/19 PURCHASE WARREN MI,-$12.71,$194.14,
7/20/2023,149,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 07/20/23,-$1.91,$192.23,
7/21/2023,150,Primary Checkings - 3102,Online Banking transfer from SAV 4571 Confirmation# XXXXX72685,$1000.00,$1192.23,
7/21/2023,151,Primary Checkings - 3102,BIGGBY COFFEE #67 07/20 PURCHASE STERLING HEIG MI,-$4.30,$1187.93,
7/21/2023,152,Primary Checkings - 3102,SUNOCO 0253509 07/21 PURCHASE WARREN MI,-$30.00,$1157.93,
7/21/2023,153,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 07/21/23,-$0.70,$1157.23,
7/24/2023,154,Primary Checkings - 3102,Online Banking transfer from SAV 4571 Confirmation# XXXXX11940,$1200.00,$2357.23,
7/24/2023,155,Primary Checkings - 3102,MARKET@WORK 20673 07/21 PURCHASE RENTON WA,-$6.28,$2350.95,
7/24/2023,156,Primary Checkings - 3102,"GITHUB, INC. 07/21 PURCHASE XXXXX84820 CA",-$8.06,$2342.89,
7/24/2023,157,Primary Checkings - 3102,VRV*MEMBERSHIP 07/21 PURCHASE XXXXX39235 CA,-$9.99,$2332.90,
7/24/2023,158,Primary Checkings - 3102,SOHO 07/21 PURCHASE ROCHESTER HIL MI,-$46.25,$2286.65,
7/24/2023,159,Primary Checkings - 3102,TJMAXX #0 350 07/22 PURCHASE TROY MI,-$153.60,$2133.05,
7/24/2023,160,Primary Checkings - 3102,MCDONALD'S F4162 07/23 PURCHASE STERLING HEIG MI,-$11.02,$2122.03,
7/24/2023,161,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 07/24/23,-$3.80,$2118.23,
7/25/2023,162,Primary Checkings - 3102,Online Banking transfer from SAV 4571 Confirmation# XXXXX91692,$1000.00,$3118.23,
7/25/2023,163,Primary Checkings - 3102,DAIRY QUEEN #4235 07/24 PURCHASE WARREN MI,-$5.49,$3112.74,
7/25/2023,164,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 07/25/23,-$0.51,$3112.23,
7/26/2023,165,Primary Checkings - 3102,KIT CHEN THAI BY 07/24 PURCHASE WARREN MI,-$11.66,$3100.57,
7/26/2023,166,Primary Checkings - 3102,BIGGBY COFFEE #67 07/25 PURCHASE STERLING HEIG MI,-$1.56,$3099.01,
7/26/2023,167,Primary Checkings - 3102,AAA ACG MI0967 PO 07/25 PURCHASE XXXXX21134 MI,-$41.00,$3058.01,
7/26/2023,168,Primary Checkings - 3102,AAA CLUB/INSUR 04 07/25 PURCHASE TROY MI,-$683.91,$2374.10,
7/26/2023,169,Primary Checkings - 3102,MARKETPLACEDIGITA 07/25 PURCHASE STERLING HTS MI,-$13.75,$2360.35,
7/26/2023,170,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 07/26/23,-$1.12,$2359.23,
7/27/2023,171,Primary Checkings - 3102,SIAM CUISINE 07/26 PURCHASE WARREN MI,-$12.20,$2347.03,
7/27/2023,172,Primary Checkings - 3102,NNT ETERNAL GA 07/27 PURCHASE WARREN MI,-$34.41,$2312.62,
7/27/2023,173,Primary Checkings - 3102,GM Financial DES:GMF Pymt ID:XXXXX6521024 INDN:KENNETH MEAD CO ID:IXXXXX0781 PPD,-$540.99,$1771.63,
7/27/2023,174,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 07/27/23,-$1.39,$1770.24,
7/28/2023,175,Primary Checkings - 3102,LIFE STORAGE 8351 07/27 PURCHASE XXXXX31850 MI,-$190.00,$1580.24,
7/28/2023,176,Primary Checkings - 3102,LITTLE JOE'S CONE 07/27 PURCHASE WARREN MI,-$13.77,$1566.47,
7/28/2023,177,Primary Checkings - 3102,POTOWNSTORE.COM 07/27 PURCHASE 00,-$7.00,$1559.47,
7/28/2023,178,Primary Checkings - 3102,POTOWNSTORE.COM 07/27 PURCHASE 00,-$13.00,$1546.47,
7/28/2023,179,Primary Checkings - 3102,Mol*Resume.io 07/28 PURCHASE 00,-$24.95,$1521.52,
7/28/2023,180,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 07/28/23,-$0.28,$1521.24,
7/31/2023,181,Primary Checkings - 3102,SNACK SODA VENDIN 07/28 PURCHASE WARREN MI,-$1.65,$1519.59,
7/31/2023,182,Primary Checkings - 3102,AMZN Mktp US*T65L 07/28 PURCHASE XXXXX61072 WA,-$20.04,$1499.55,
7/31/2023,183,Primary Checkings - 3102,SNACK SODA VENDIN 07/28 PURCHASE WARREN MI,-$1.65,$1497.90,
7/31/2023,184,Primary Checkings - 3102,GREEN LANTERN PIZ 07/28 PURCHASE CLINTON TWP MA,-$16.41,$1481.49,
7/31/2023,185,Primary Checkings - 3102,POTOWNSTORE.COM 07/28 PURCHASE 00,-$17.00,$1464.49,
7/31/2023,186,Primary Checkings - 3102,MICHIGAN FUELS 07/28 PURCHASE WARREN MI,-$48.74,$1415.75,
7/31/2023,187,Primary Checkings - 3102,GAMER'S GAUNTLET 07/29 PURCHASE CLINTON TOWNS MI,-$33.00,$1382.75,
7/31/2023,188,Primary Checkings - 3102,GAMER'S GAUNTLET 07/29 PURCHASE CLINTON TOWNS MI,-$86.39,$1296.36,
7/31/2023,189,Primary Checkings - 3102,GAMER'S GAUNTLET 07/29 PURCHASE CLINTON TOWNS MI,-$5.00,$1291.36,
7/31/2023,190,Primary Checkings - 3102,GAMER'S GAUNTLET 07/29 PURCHASE CLINTON TOWNS MI,-$33.00,$1258.36,
7/31/2023,191,Primary Checkings - 3102,GAMER'S GAUNTLET 07/29 PURCHASE CLINTON TOWNS MI,-$15.90,$1242.46,
7/31/2023,192,Primary Checkings - 3102,SQ *MIYAZAKI SUSH 07/29 PURCHASE Clinton Twp MI,-$9.49,$1232.97,
7/31/2023,193,Primary Checkings - 3102,NST THE HOME D 07/29 PURCHASE MACOMB MI,-$19.05,$1213.92,
7/31/2023,194,Primary Checkings - 3102,NNT ETERNAL GA 07/31 PURCHASE WARREN MI,-$38.13,$1175.79,
7/31/2023,195,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 07/31/23,-$5.55,$1170.24,
8/1/2023,196,Primary Checkings - 3102,MARKET@WORK 20673 07/31 PURCHASE RENTON WA,-$6.48,$1163.76,
8/1/2023,197,Primary Checkings - 3102,SOHO 07/31 PURCHASE ROCHESTER HIL MI,-$14.18,$1149.58,
8/1/2023,198,Primary Checkings - 3102,Online scheduled transfer to SAV 4571 Confirmation# XXXXX58471,-$250.00,$899.58,
8/1/2023,199,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX58472,-$100.00,$799.58,
8/1/2023,200,Primary Checkings - 3102,eBay ComJW7BBUKJ DES:PAYMENTS ID:8BLXZBRTY9RCR26 INDN:Kenneth Mead CO ID:XXXXX98000 WEB,-$3.99,$795.59,
8/1/2023,201,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 08/01/23,-$1.34,$794.25,
8/2/2023,202,Primary Checkings - 3102,WENDY'S 07/31 PURCHASE WARREN MI,-$9.74,$784.51,
8/2/2023,203,Primary Checkings - 3102,BIGGBY COFFEE #67 08/01 PURCHASE STERLING HEIG MI,-$4.30,$780.21,
8/2/2023,204,Primary Checkings - 3102,SNACK SODA VENDIN 08/01 PURCHASE WARREN MI,-$1.65,$778.56,
8/2/2023,205,Primary Checkings - 3102,AMZN Mktp US*TH80 08/01 PURCHASE XXXXX61072 WA,-$14.05,$764.51,
